binominal,F01286,F01287,F01289,F01290,F00004_,F00043,F00645_,source,raw_state_record_from_publication,Dataset,OrigValueStr,F00004,F00645,references,referencesDataset,mycorrhizalAssociationType
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,NM,FRED - Fine Root Ecology Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,NM,FRED - Fine Root Ecology Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Ecological Flora of the British Isles,EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,Sheffield Database,AM/EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,Sheffield Database,AM/EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,Sheffield Database,AM/EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,FRED - Fine Root Ecology Database,NM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,FRED - Fine Root Ecology Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,FRED - Fine Root Ecology Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Sheffield Database,AM/EcM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM/EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Sheffield Database,AM/EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix caprea,Salix,caprea,Salicaceae,Malpighiales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Sheffield Database,AM/EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,NM
Salix pierotii,Salix,pierotii,Salicaceae,Malpighiales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,EcM,Mycorrhizal Intensity Database Across the Former Soviet Union,EcM,,,,,
Salix pierotii,Salix,pierotii,Salicaceae,Malpighiales,"Shi W, Wang ZQ, Liu JL, Gu JC, Guo DL. 2008. Fine root morphology of twenty hardwood species in Maoershan Natural Secondary Forest in Northeastern China. Journal of Plant Ecology (Chinese Version) 32: 1217-1226.",C3,AM,Akhmetzhanova et al. 2012,EcM,FRED - Fine Root Ecology Database,AM,,,,,
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Ecological Flora of the British Isles,EcM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,EcM,Ecological Flora of the British Isles,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,AM,Ecological Flora of the British Isles,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,AM,Ecological Flora of the British Isles,EcM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,AM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,Ecological Flora of the British Isles,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,Ecological Flora of the British Isles,EcM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Wang&Qiu2006,AM/EcM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Salix viminalis,Salix,viminalis,Salicaceae,Malpighiales,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",C3,AM/EcM,Akhmetzhanova et al. 2012,AM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Functional Ecology 32: 29-39",,AM/EcM
Sanguisorba officinalis,Sanguisorba,officinalis,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM,Wang&Qiu2006,AM,BIOPOP: Functional Traits for Nature Conservation,AM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Sanguisorba officinalis,Sanguisorba,officinalis,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM,Wang&Qiu2006,AM,FRED - Fine Root Ecology Database,AM/NM,,,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,Global 15N Database,NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,Sheffield Database,AM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,NM,Abisko & Sheffield Database,AM/NM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
Sorbus aucuparia,Sorbus,aucuparia,Rosaceae,Rosales,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",C3,AM,Akhmetzhanova et al. 2012,AM,BIOPOP: Functional Traits for Nature Conservation,EcM,,,"Asem A. Akhmetzhanova, Nadejda A. Soudzilovskaia, Vladimir G. Onipchenko, Will K. Cornwell, Vladimir A. Agafonov, Ivan A. Selivanov, and Johannes H. C. Cornelissen. 2012. A rediscovered treasure  mycorrhizal intensity database for 3000 vascular plants species across the former Soviet Union. Ecology 93: 689; Ecological Archives E093-059-D1.",162_Mycorrhizal Intensity Database Across the Former Soviet Union,AM
