species,number of plants studied,mycorrhiza type,AM intensity,AM method,EcM intensity,EcM frequency,EcM method,ErM intensity,ErM frequency,ErM method,OrM intensity,OrM frequency,OrM method,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenaria tetraquetra,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arenaria tetraquetra,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia litwinowii,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia litwinowii,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia macrocarpa,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia recurva,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia recurva,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia rubella,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia rubella,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuartia trautvetterana,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miscanthus floridulus,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miscanthus oligostachyus,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miscanthus sinensis,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moehringia lateriflora,,AM; no others,,,,,,,,,,,,,Leho Tedersoo,"probably incorrect (this genus is NM, most reports of this species are NM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moehringia lateriflora,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molinia caerulea,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molinia caerulea,,AM; others not addressed,95.61651,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molinia caerulea,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,28,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,60,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,80,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,96,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,90,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,62,,Selivanov 1981: root tips colonized (%) / 100 mm root,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,EcM; others not addressed,,,,,,,,,,,,,Leho Tedersoo,"this genus is EcM, pyroloid subtype, often mixotrophic",,,Laura M. Suz,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneses uniflora,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,Leho Tedersoo,"incorrect report (this genus is EcM, pyroloid subtype, often mixotrophic)",Mark Brundrett,incorrect report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monotropa hypopitys,,EcM; others not addressed,,,,,,,,,,,,monotropoid subtype,Leho Tedersoo,"this genus is EcM, monotropoid subtype, mycoheterotrophic",,,Laura M. Suz,monotropoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monstera deliciosa,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montia fontana,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus alba,,AM; others not addressed,87.08393,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus alba,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus alba,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus nigra,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia japonica,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca tatarica,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca tatarica,,AM; others not addressed,99.98707,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca tatarica,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murbeckiella huetii,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murbeckiella huetii,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murbeckiella huetii,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari botryoides,,AM; others not addressed,97.21355,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopoldia caucasica,,AM; others not addressed,76.92249,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari armeniacum,,AM; others not addressed,99.12181,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari leucostomum,,AM; others not addressed,13.60233,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomuscari pallens,,AM; others not addressed,95.61651,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari armeniacum,,AM; others not addressed,91.51373,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari dolichanthum,,AM; others not addressed,80.82626,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari armeniacum,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari leucostomum,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,92.38222,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,92.38222,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis alpestris,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis arvensis,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis asiatica,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis laxa subcaespitosa,,AM; others not addressed,99.95817,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis laxa subcaespitosa,,AM; others not addressed,99.95817,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis scorpioides,,AM; others not addressed,99.30432,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis scorpioides,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis scorpioides,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis scorpioides,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis scorpioides,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis ramosissima,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis sparsiflora,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis sparsiflora,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis suaveolens,,AM; others not addressed,67.57482,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis suaveolens,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis sylvatica,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myosotis sylvatica,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellaria aquatica,,AM; no others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myricaria germanica,,AM; others not addressed,39.17886,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrrhoides nodosa,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanophyton erinaceum,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanophyton erinaceum,,non-mycorrhizal (checked for all types),0,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcissus angustifolius,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,99.8648,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,92.38222,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nardus stricta,,AM; others not addressed,98.60276,Selivanov 1981: RLC (%) - recalculated to McGonigle et al. 1990: (RLC%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
