"binominal","F01286","F01287","F01289","F00679","F00727","F00709","state","taxa"
"Pleioblastus_amarus","Pleioblastus","amarus","Poaceae",0.309505772,33.84030793,0.395437399,"AM","Pleioblastus_amarus"
"Pleroma_ochypetalum","Pleroma","ochypetalum","Melastomataceae",0.4938,20.23658654,0.258064516,"AM","Pleroma_ochypetalum"
"Poa_cusickii","Poa","cusickii","Poaceae",0.1684,134.2380045,0.35709192,"AM","Poa_cusickii"
"Poa_nemoralis","Poa","nemoralis","Poaceae",0.25,169,0.12,"AM","Poa_nemoralis"
"Poa_pratensis","Poa","pratensis","Poaceae",0.22775,632.1231749,0.027610923,"AM","Poa_pratensis"
"Poa_pratensis","Poa","pratensis","Poaceae",0.21,284,0.1,"AM","Poa_pratensis"
"Poa_pratensis","Poa","pratensis","Poaceae",0.14389,153.9693949,0.485522508,"AM","Poa_pratensis"
"Podocarpus_gibbsii","Podocarpus","gibbsii","Podocarpaceae",0.567,19.56,0.244,"AM","Podocarpus_gibbsii"
"Podocarpus_gibbsii","Podocarpus","gibbsii","Podocarpaceae",0.648,12.427,0.313,"AM","Podocarpus_gibbsii"
"Podocarpus_gibbsii","Podocarpus","gibbsii","Podocarpaceae",0.725,11.513,0.223,"AM","Podocarpus_gibbsii"
"Podocarpus_gibbsii","Podocarpus","gibbsii","Podocarpaceae",0.572,15.388,0.259,"AM","Podocarpus_gibbsii"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9392,9.19620462,0.156994819,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9,8.4,0.19,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9224,7.130085898,0.20975976,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9495,6.150804954,0.229543147,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9767,6.947112527,0.19204893,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.61,10.3,0.18,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9398,9.196009417,0.156734317,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.8326,8.695377616,0.211346154,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.86,7.330639211,0.234743202,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.8076,10.29054974,0.189735099,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.9174,8.18932567,0.184844193,"AM","Podocarpus_laetus"
"Podocarpus_laetus","Podocarpus","laetus","Podocarpaceae",0.812,11.33993172,0.170295983,"AM","Podocarpus_laetus"
"Podocarpus_neriifolius","Podocarpus","neriifolius","Podocarpaceae",0.239866667,106.9029829,0.206339869,"AM","Podocarpus_neriifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.671371176,5.389434471,0.523276691,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.8534,9.705325639,0.180148515,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.9422,5.123164006,0.279918746,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.8188,8.505306849,0.223229649,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.7888,9.327922655,0.219312321,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.999928869,6.418398769,0.198350107,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.7951,8.372836177,0.240558292,"AM","Podocarpus_oleifolius"
"Podocarpus_oleifolius","Podocarpus","oleifolius","Podocarpaceae",0.9339,6.39260512,0.228384125,"AM","Podocarpus_oleifolius"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.88,11,0.15,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.8473,11.40340832,0.15541958,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.8692,11.16298415,0.15106383,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.838,11.94118141,0.151862745,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.9362,8.77511335,0.165646732,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.8351,13.04584403,0.139917127,"AM","Podocarpus_totara"
"Podocarpus_totara","Podocarpus","totara","Podocarpaceae",0.9324,9.758870256,0.150066225,"AM","Podocarpus_totara"
"Podophyllum_peltatum","Podophyllum","peltatum","Berberidaceae",0.848,14.35313514,0.123333333,"AM","Podophyllum_peltatum"
"Podophyllum_peltatum","Podophyllum","peltatum","Berberidaceae",0.9174,11.45767932,0.132402235,"AM","Podophyllum_peltatum"
"Podophyllum_peltatum","Podophyllum","peltatum","Berberidaceae",0.576,36.47726619,0.10530303,"AM","Podophyllum_peltatum"
"Podophyllum_peltatum","Podophyllum","peltatum","Berberidaceae",0.8705,11.03077612,0.152272727,"AM","Podophyllum_peltatum"
"Podophyllum_peltatum","Podophyllum","peltatum","Berberidaceae",0.9829,10.09838488,0.130493274,"AM","Podophyllum_peltatum"
"Polyspora_axillaris","Polyspora","axillaris","Theaceae",0.5399,17.68,0.36,"AM","Polyspora_axillaris"
"Polyspora_axillaris","Polyspora","axillaris","Theaceae",0.65987,6.86,0.43,"AM","Polyspora_axillaris"
"Polyspora_axillaris","Polyspora","axillaris","Theaceae",0.6875,3.7,0.6,"AM","Polyspora_axillaris"
"Polyspora_axillaris","Polyspora","axillaris","Theaceae",0.63063,11.31,0.37,"AM","Polyspora_axillaris"
"Polyspora_axillaris","Polyspora","axillaris","Theaceae",0.54362,14.98,0.38,"AM","Polyspora_axillaris"
"Polystichum_chilense","Polystichum","chilense","Dryopteridaceae",0.3,43.7,0.29,"AM","Polystichum_chilense"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.692533333,5.78927628,0.476354499,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.4978,13.93227327,0.37590935,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.4844,21.21391758,0.263322494,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.514433333,12.82281494,0.376326454,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.643966667,5.88805423,0.559794399,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.604233333,8.866400151,0.394861875,"AM","Pometia_pinnata"
"Pometia_pinnata","Pometia","pinnata","Sapindaceae",0.499333333,13.03483501,0.441424771,"AM","Pometia_pinnata"
"Populus_alba","Populus","alba","Salicaceae",0.52925,9.284089913,0.571345688,"EcMAM","Populus_alba"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.3844,135.8284967,0.098164336,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.210866667,174.6927381,0.171688905,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.215925,144.1070455,0.2,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.145,110.6739334,0.547178187,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.158654,49.623,1.019354061,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.1566,216.1510417,0.24,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.308333,40.22989,0.332905725,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.5,13.32743,0.382141063,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.2204,154.2140741,0.16875,"EcMAM","Populus_cathayana"
"Populus_cathayana","Populus","cathayana","Salicaceae",0.125,93.62104743,0.870395434,"EcMAM","Populus_cathayana"
"Populus_deltoides","Populus","deltoides","Salicaceae",0.3375,87.255293,0.066,"EcMAM","Populus_deltoides"
"Populus_deltoides","Populus","deltoides","Salicaceae",0.3515,48.6303719,0.11,"EcMAM","Populus_deltoides"
"Populus_deltoides","Populus","deltoides","Salicaceae",0.8828,8.11398603,0.21,"EcMAM","Populus_deltoides"
"Populus_deltoides","Populus","deltoides","Salicaceae",0.16859122,87.255,0.0675,"EcMAM","Populus_deltoides"
"Populus_grandidentata","Populus","grandidentata","Salicaceae",0.34,87,0.136,"EcMAM","Populus_grandidentata"
"Populus_grandidentata","Populus","grandidentata","Salicaceae",0.6351,42.53011364,0.07394958,"EcMAM","Populus_grandidentata"
"Populus_grandidentata","Populus","grandidentata","Salicaceae",0.5975,15.03833619,0.23699187,"EcMAM","Populus_grandidentata"
"Populus_grandidentata","Populus","grandidentata","Salicaceae",0.4619,44.70383333,0.133333333,"EcMAM","Populus_grandidentata"
"Populus_grandidentata","Populus","grandidentata","Salicaceae",0.5854,31.9738326,0.116410256,"EcMAM","Populus_grandidentata"
"Populus_suaveolens","Populus","suaveolens","Salicaceae",0.223,106.681,0.25,"EcMAM","Populus_suaveolens"
"Populus_suaveolens","Populus","suaveolens","Salicaceae",0.3062,61.289375,0.220689655,"EcMAM","Populus_suaveolens"
"Populus_suaveolens","Populus","suaveolens","Salicaceae",0.11565,404.583515,0.243406593,"EcMAM","Populus_suaveolens"
"Populus_tremula","Populus","tremula","Salicaceae",0.671250422,32.61887061,0.210310782,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.175513092,330.4245883,0.169293748,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.706306847,19.48772867,0.220103199,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.832210126,19.91622632,0.231360389,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.184985288,328.5961384,0.149140971,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.302703334,107.7752313,0.139519044,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.285828203,116.6644755,0.160040952,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.596997607,40.57186583,0.188831744,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.596997639,21.56533105,0.239347172,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.168168468,328.6006754,0.199656428,"EcMAM","Populus_tremula"
"Populus_tremula","Populus","tremula","Salicaceae",0.2564571,121.3338579,0.209278457,"EcMAM","Populus_tremula"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.16,64.89,0.73,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.26,20.74,0.91,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.19,42.35,0.81,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.17,68.97,0.61,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.19,50.19,0.68,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.22,72.13,0.36,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.17,61.61,0.68,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.23,33.7,0.74,"EcMAM","Populus_tremuloides"
"Populus_tremuloides","Populus","tremuloides","Salicaceae",0.36,16.89,0.59,"EcMAM","Populus_tremuloides"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.479280049,26.83640484,0.251374655,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.36997082,39.81892633,0.236941677,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.155556526,213.3910262,0.223711447,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.777778305,13.28232119,0.251374655,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.491892647,29.28139728,0.210481218,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.687416829,30.72576706,0.191317882,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.425085405,60.72367949,0.171350501,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.142943921,321.8236924,0.224914195,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.29429519,69.38115803,0.184020758,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.142950958,447.1676483,0.169293748,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.21861957,125.098967,0.223711447,"EcMAM","Populus_trichocarpa"
"Populus_trichocarpa","Populus","trichocarpa","Salicaceae",0.249629861,166.3883738,0.160036267,"EcMAM","Populus_trichocarpa"
"Potentilla_acaulis","Potentilla","acaulis","Rosaceae",0.24,86.29,0.27,"AM","Potentilla_acaulis"
"Potentilla_acaulis","Potentilla","acaulis","Rosaceae",0.24,82.34,0.28,"AM","Potentilla_acaulis"
"Potentilla_indica","Potentilla","indica","Rosaceae",0.1938,204.2005085,0.163888889,"AM","Potentilla_indica"
"Potentilla_pusilla","Potentilla","pusilla","Rosaceae",0.246006985,82.90344851,0.190934074,"AM","Potentilla_pusilla"
"Potentilla_pusilla","Potentilla","pusilla","Rosaceae",0.27,116.04,0.12,"AM","Potentilla_pusilla"
"Potentilla_pusilla","Potentilla","pusilla","Rosaceae",0.56,12.6,0.429,"AM","Potentilla_pusilla"
"Potentilla_pusilla","Potentilla","pusilla","Rosaceae",0.237220533,133.4201896,0.125000062,"AM","Potentilla_pusilla"
"Potentilla_tenacetifolia","Potentilla","tenacetifolia","Rosaceae",0.25,68.7,0.29,"AM","Potentilla_tenacetifolia"
"Potentilla_tenacetifolia","Potentilla","tenacetifolia","Rosaceae",0.25,69.53,0.31,"AM","Potentilla_tenacetifolia"
"Pourouma_cecropiifolia","Pourouma","cecropiifolia","Urticaceae",0.363361746,34.48497854,0.279711885,"AM","Pourouma_cecropiifolia"
"Pouteria_austin-smithii","Pouteria","austin-smithii","Sapotaceae",0.6049,8.443911514,0.412051869,"AM","Pouteria_austin-smithii"
"Pouteria_caimito","Pouteria","caimito","Sapotaceae",0.492,18.19,0.267,"AM","Pouteria_caimito"
"Pouteria_cuspidata","Pouteria","cuspidata","Sapotaceae",0.454,15.99,0.381,"AM","Pouteria_cuspidata"
"Prasoxylon_excelsum","Prasoxylon","excelsum","Meliaceae",0.886523438,9.100844511,0.178011471,"AM","Prasoxylon_excelsum"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.608690702,16.27707533,0.211232449,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.964183924,6.851419753,0.2,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.604394662,14.01630644,0.248802947,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.572694959,16.66323327,0.233090379,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.636978992,13.21201822,0.237635304,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.666244899,12.92849265,0.221980413,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.691484597,12.77678825,0.208518036,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.698873241,11.73716471,0.222213439,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.702957903,11.03081594,0.233702882,"AM","Prionostemma_aspera"
"Prionostemma_aspera","Prionostemma","aspera","Celastraceae",0.791009201,9.218728147,0.220849421,"AM","Prionostemma_aspera"
"Protium_altsonii","Protium","altsonii","Burseraceae",0.495,18.06,0.34,"AM","Protium_altsonii"
"Protium_amazonicum","Protium","amazonicum","Burseraceae",0.423,11.26,0.531,"AM","Protium_amazonicum"
"Protium_apiculatum","Protium","apiculatum","Burseraceae",0.419,18.69,0.389,"AM","Protium_apiculatum"
"Protium_aracouchini","Protium","aracouchini","Burseraceae",0.4388,21.10897436,0.325,"AM","Protium_aracouchini"
"Protium_aracouchini","Protium","aracouchini","Burseraceae",0.5693,7.805148371,0.506473724,"AM","Protium_aracouchini"
"Protium_aracouchini","Protium","aracouchini","Burseraceae",0.8604,2.846879666,0.604760308,"AM","Protium_aracouchini"
"Protium_aracouchini","Protium","aracouchini","Burseraceae",0.443,9.8,0.546,"AM","Protium_aracouchini"
"Protium_aracouchini","Protium","aracouchini","Burseraceae",0.6909,2.738921467,0.974126344,"AM","Protium_aracouchini"
"Protium_calanense","Protium","calanense","Burseraceae",0.435,15.35,0.495,"AM","Protium_calanense"
"Protium_calendulinum","Protium","calendulinum","Burseraceae",0.307,33.97,0.484,"AM","Protium_calendulinum"
"Protium_crassipetalum","Protium","crassipetalum","Burseraceae",0.498,15.98,0.405,"AM","Protium_crassipetalum"
"Protium_decandrum","Protium","decandrum","Burseraceae",0.489,16.61,0.328,"AM","Protium_decandrum"
"Protium_divaricatum","Protium","divaricatum","Burseraceae",0.546,15.64,0.3,"AM","Protium_divaricatum"
"Protium_elegans","Protium","elegans","Burseraceae",0.547,10.72,0.491,"AM","Protium_elegans"
"Protium_ferrugineum","Protium","ferrugineum","Burseraceae",0.459,23.25,0.264,"AM","Protium_ferrugineum"
"Protium_gallosum","Protium","gallosum","Burseraceae",0.424,19.9,0.339,"AM","Protium_gallosum"
"Protium_giganteum","Protium","giganteum","Burseraceae",0.7551,4.332106896,0.515124237,"AM","Protium_giganteum"
"Protium_giganteum","Protium","giganteum","Burseraceae",0.4679,19.63493628,0.295825507,"AM","Protium_giganteum"
"Protium_grandifolium","Protium","grandifolium","Burseraceae",0.486,21.15,0.317,"AM","Protium_grandifolium"
"Protium_hebetatum","Protium","hebetatum","Burseraceae",0.601,8.54,0.48,"AM","Protium_hebetatum"
"Protium_heptaphyllum","Protium","heptaphyllum","Burseraceae",0.519,11.67,0.41,"AM","Protium_heptaphyllum"
"Protium_laxiflorum","Protium","laxiflorum","Burseraceae",0.585,8.47,0.449,"AM","Protium_laxiflorum"
"Protium_occultum","Protium","occultum","Burseraceae",0.539,11.43,0.541,"AM","Protium_occultum"
"Protium_opacum","Protium","opacum","Burseraceae",0.3406,36.59411579,0.300518926,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.9016,2.841273049,0.551278707,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.4811,18.50593211,0.297092677,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.7002,4.704072056,0.551686217,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.5882,6.013332152,0.612282963,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.4769,15.67886114,0.357052953,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.639,12.5437982,0.24877965,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.5091,11.02767882,0.445268899,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.5127,108.1735829,0.044728925,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.445,21.04,0.331,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.9542,3.185803227,0.438540511,"AM","Protium_opacum"
"Protium_opacum","Protium","opacum","Burseraceae",0.8123,3.728609514,0.517462657,"AM","Protium_opacum"
"Protium_paniculatum","Protium","paniculatum","Burseraceae",0.561,11.61,0.391,"AM","Protium_paniculatum"
"Protium_pilosissimum","Protium","pilosissimum","Burseraceae",0.398,27.78,0.306,"AM","Protium_pilosissimum"
"Protium_pilosum","Protium","pilosum","Burseraceae",0.647,22.54,0.201,"AM","Protium_pilosum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.6782,5.321868563,0.52069566,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.3648,20.94407117,0.457258561,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.6469,5.424171903,0.561375187,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.3845,12.75577975,0.67608679,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.5387,10.45432283,0.41924694,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.2811,51.25103461,0.314489929,"AM","Protium_sagotianum"
"Protium_sagotianum","Protium","sagotianum","Burseraceae",0.463,9.049130524,0.655858511,"AM","Protium_sagotianum"
"Protium_spruceanum","Protium","spruceanum","Burseraceae",0.429,23.28,0.327,"AM","Protium_spruceanum"
"Protium_strumosum","Protium","strumosum","Burseraceae",0.458,20.15,0.364,"AM","Protium_strumosum"
"Protium_subserratum","Protium","subserratum","Burseraceae",0.4678,10.59163399,0.548387097,"AM","Protium_subserratum"
"Protium_subserratum","Protium","subserratum","Burseraceae",0.7878,3.083007672,0.66538495,"AM","Protium_subserratum"
"Protium_subserratum","Protium","subserratum","Burseraceae",0.477,15.64,0.447,"AM","Protium_subserratum"
"Protium_subserratum","Protium","subserratum","Burseraceae",0.9531,2.32374726,0.603972125,"AM","Protium_subserratum"
"Protium_subserratum","Protium","subserratum","Burseraceae",0.4026,18.56715972,0.426035503,"AM","Protium_subserratum"
"Protium_tenuifolium","Protium","tenuifolium","Burseraceae",0.461,18.6,0.381,"AM","Protium_tenuifolium"
"Protium_trifoliolatum","Protium","trifoliolatum","Burseraceae",0.411,22.76,0.376,"AM","Protium_trifoliolatum"
"Protium_unifoliolatum","Protium","unifoliolatum","Burseraceae",0.665,7.73,0.507,"AM","Protium_unifoliolatum"
"Protium_urophyllidium","Protium","urophyllidium","Burseraceae",0.438,14.7,0.452,"AM","Protium_urophyllidium"
"Prumnopitys_montana","Prumnopitys","montana","Podocarpaceae",0.8453,4.22583558,0.421590909,"AM","Prumnopitys_montana"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.7408,11.39567111,0.203435805,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.8864,6.488899522,0.249552239,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.7308,11.80086031,0.202056075,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.7182,11.89570745,0.20751773,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.7381,11.55673309,0.202226935,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.75,11,0.21,"AM","Prumnopitys_taxifolia"
"Prumnopitys_taxifolia","Prumnopitys","taxifolia","Podocarpaceae",0.6871,12.86663525,0.209683794,"AM","Prumnopitys_taxifolia"
"Prunus_armeniaca","Prunus","armeniaca","Rosaceae",0.443,33.74603524,0.192674774,"AM","Prunus_armeniaca"
"Prunus_avium","Prunus","avium","Rosaceae",0.343,25.08,0.48,"AM","Prunus_avium"
"Prunus_avium","Prunus","avium","Rosaceae",0.2005625,142.0840804,0.225622605,"AM","Prunus_avium"
"Prunus_avium","Prunus","avium","Rosaceae",0.363,60.06,0.19,"AM","Prunus_avium"
"Prunus_herthae","Prunus","herthae","Rosaceae",0.4435,10.96815629,0.590331492,"AM","Prunus_herthae"
"Prunus_opaca","Prunus","opaca","Rosaceae",0.7775,3.89989971,0.540513552,"AM","Prunus_opaca"
"Prunus_padus","Prunus","padus","Rosaceae",0.1471,246.2047059,0.242857143,"AM","Prunus_padus"
"Prunus_sargentii","Prunus","sargentii","Rosaceae",0.38333333,32.0852742,0.18,"AM","Prunus_sargentii"
"Prunus_sargentii","Prunus","sargentii","Rosaceae",0.04215448,81.44333333,0.103333333,"AM","Prunus_sargentii"
"Prunus_sargentii","Prunus","sargentii","Rosaceae",0.275,81.442106,0.103,"AM","Prunus_sargentii"
"Prunus_sargentii","Prunus","sargentii","Rosaceae",0.92816667,5.20550406,0.31,"AM","Prunus_sargentii"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.5533,27.99708333,0.147692308,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6244,22.6183908,0.143801653,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.8641,12.36706897,0.138095238,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.5287,21.125,0.216438356,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.361,27.32509434,0.361363636,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.4996,19.81976119,0.257692308,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.4744,33.2868,0.169491525,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.5638,11.2556391,0.354666667,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6798,16.44318777,0.167153285,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.593,27.86371287,0.130322581,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6529,30.31475,0.098765432,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.7922,8.44676,0.240384615,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.7887,24.57684211,0.083211679,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.7599,14.461375,0.152380952,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.5414,16.99385113,0.255371901,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6862,12.22554974,0.222093023,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.7656,25.24266667,0.085987261,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6369,8.890548246,0.353488372,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.6205,19.62703518,0.168644068,"AM","Prunus_serotina"
"Prunus_serotina","Prunus","serotina","Rosaceae",0.5022,48.95528302,0.103921569,"AM","Prunus_serotina"
